number,operon,start,end,gene,strand,direction
1772,GCF_003006175.1_ASM300617v1_genomic_operon_1,5310,4636,ssp6,reverse,-1
1773,GCF_003006175.1_ASM300617v1_genomic_operon_1,3449,2580,X-unknown,reverse,-1
1774,GCF_003006175.1_ASM300617v1_genomic_operon_1,2400,1762,X-unknown,forward,1
1775,GCF_003006175.1_ASM300617v1_genomic_operon_1,1679,0,X-unknown,reverse,-1
1776,GCF_003032455.1_ASM303245v1_genomic_operon_1,19897,19538,X-unknown,reverse,-1
1777,GCF_003032455.1_ASM303245v1_genomic_operon_1,19429,18824,X-unknown,forward,1
1778,GCF_003032455.1_ASM303245v1_genomic_operon_1,18794,17781,X-unknown,reverse,-1
1779,GCF_003032455.1_ASM303245v1_genomic_operon_1,17503,17288,X-unknown,forward,1
1780,GCF_003032455.1_ASM303245v1_genomic_operon_1,17169,15424,X-unknown,forward,1
1781,GCF_003032455.1_ASM303245v1_genomic_operon_1,14928,13087,X-unknown,forward,1
1782,GCF_003032455.1_ASM303245v1_genomic_operon_1,13012,12494,X-unknown,reverse,-1
1783,GCF_003032455.1_ASM303245v1_genomic_operon_1,12497,11913,X-unknown,reverse,-1
1784,GCF_003032455.1_ASM303245v1_genomic_operon_1,11774,10983,X-unknown,forward,1
1785,GCF_003032455.1_ASM303245v1_genomic_operon_1,10446,10225,X-unknown,reverse,-1
1786,GCF_003032455.1_ASM303245v1_genomic_operon_1,10262,9618,ssp6,reverse,-1
1787,GCF_003032455.1_ASM303245v1_genomic_operon_1,9347,8250,X-unknown,forward,1
1788,GCF_003032455.1_ASM303245v1_genomic_operon_1,8229,6808,X-unknown,reverse,-1
1789,GCF_003032455.1_ASM303245v1_genomic_operon_1,6538,5063,X-unknown,reverse,-1
1790,GCF_003032455.1_ASM303245v1_genomic_operon_1,5066,4431,X-unknown,reverse,-1
1791,GCF_003032455.1_ASM303245v1_genomic_operon_1,3851,3042,X-unknown,reverse,-1
1792,GCF_003032455.1_ASM303245v1_genomic_operon_1,2935,2228,X-unknown,forward,1
1793,GCF_003032455.1_ASM303245v1_genomic_operon_1,2018,0,X-unknown,forward,1
1794,GCF_003182655.1_ASM318265v1_genomic_operon_1,19327,18620,X-unknown,reverse,-1
1795,GCF_003182655.1_ASM318265v1_genomic_operon_1,18545,17862,X-unknown,reverse,-1
1796,GCF_003182655.1_ASM318265v1_genomic_operon_1,17686,17339,X-unknown,forward,1
1797,GCF_003182655.1_ASM318265v1_genomic_operon_1,17304,16573,X-unknown,reverse,-1
1798,GCF_003182655.1_ASM318265v1_genomic_operon_1,16440,15544,X-unknown,forward,1
1799,GCF_003182655.1_ASM318265v1_genomic_operon_1,15373,14876,X-unknown,forward,1
1800,GCF_003182655.1_ASM318265v1_genomic_operon_1,14843,14337,X-unknown,reverse,-1
1801,GCF_003182655.1_ASM318265v1_genomic_operon_1,14275,14018,X-unknown,reverse,-1
1802,GCF_003182655.1_ASM318265v1_genomic_operon_1,13784,13314,X-unknown,reverse,-1
1803,GCF_003182655.1_ASM318265v1_genomic_operon_1,13293,12640,X-unknown,reverse,-1
1804,GCF_003182655.1_ASM318265v1_genomic_operon_1,12525,11575,X-unknown,forward,1
1805,GCF_003182655.1_ASM318265v1_genomic_operon_1,11651,11220,X-unknown,reverse,-1
1806,GCF_003182655.1_ASM318265v1_genomic_operon_1,11128,10217,X-unknown,forward,1
1807,GCF_003182655.1_ASM318265v1_genomic_operon_1,10130,9915,X-unknown,reverse,-1
1808,GCF_003182655.1_ASM318265v1_genomic_operon_1,9918,9274,ssp6,reverse,-1
1809,GCF_003182655.1_ASM318265v1_genomic_operon_1,9092,7500,X-unknown,forward,1
1810,GCF_003182655.1_ASM318265v1_genomic_operon_1,7448,6693,X-unknown,reverse,-1
1811,GCF_003182655.1_ASM318265v1_genomic_operon_1,6647,5460,X-unknown,reverse,-1
1812,GCF_003182655.1_ASM318265v1_genomic_operon_1,5303,4767,X-unknown,forward,1
1813,GCF_003182655.1_ASM318265v1_genomic_operon_1,4409,3453,X-unknown,forward,1
1814,GCF_003182655.1_ASM318265v1_genomic_operon_1,3433,1559,X-unknown,forward,1
1815,GCF_003182655.1_ASM318265v1_genomic_operon_1,1535,0,X-unknown,forward,1
1816,GCF_003203435.1_ASM320343v1_genomic_operon_1,1784,2350,X-unknown,reverse,-1
1817,GCF_003203435.1_ASM320343v1_genomic_operon_1,2368,2613,X-unknown,reverse,-1
1818,GCF_003203435.1_ASM320343v1_genomic_operon_1,2610,3347,X-unknown,reverse,-1
1819,GCF_003203435.1_ASM320343v1_genomic_operon_1,3908,4174,X-unknown,forward,1
1820,GCF_003203435.1_ASM320343v1_genomic_operon_1,4525,4719,X-unknown,forward,1
1821,GCF_003203435.1_ASM320343v1_genomic_operon_1,4716,4943,X-unknown,forward,1
1822,GCF_003203435.1_ASM320343v1_genomic_operon_1,4940,5260,X-unknown,forward,1
1823,GCF_003203435.1_ASM320343v1_genomic_operon_1,5275,7608,X-unknown,forward,1
1824,GCF_003203435.1_ASM320343v1_genomic_operon_1,8354,8620,X-unknown,forward,1
1825,GCF_003203435.1_ASM320343v1_genomic_operon_1,8986,9465,X-unknown,forward,1
1826,GCF_003203435.1_ASM320343v1_genomic_operon_1,9999,10478,TssD,reverse,-1
1827,GCF_003203435.1_ASM320343v1_genomic_operon_1,10481,10828,X-unknown,reverse,-1
1828,GCF_003203435.1_ASM320343v1_genomic_operon_1,10830,11504,ssp6,reverse,-1
1829,GCF_003203435.1_ASM320343v1_genomic_operon_1,12691,13560,X-unknown,reverse,-1
1830,GCF_003203435.1_ASM320343v1_genomic_operon_1,13740,14378,X-unknown,forward,1
1831,GCF_003203435.1_ASM320343v1_genomic_operon_1,14461,16140,X-unknown,reverse,-1
1832,GCF_003203435.1_ASM320343v1_genomic_operon_1,16199,17653,X-unknown,reverse,-1
1833,GCF_003203435.1_ASM320343v1_genomic_operon_1,18065,19384,X-unknown,forward,1
1834,GCF_003443755.1_ASM344375v1_genomic_operon_1,1290,2609,X-unknown,reverse,-1
1835,GCF_003443755.1_ASM344375v1_genomic_operon_1,3021,4475,X-unknown,forward,1
1836,GCF_003443755.1_ASM344375v1_genomic_operon_1,4534,6213,X-unknown,forward,1
1837,GCF_003443755.1_ASM344375v1_genomic_operon_1,6296,6934,X-unknown,reverse,-1
1838,GCF_003443755.1_ASM344375v1_genomic_operon_1,7114,7983,X-unknown,forward,1
1839,GCF_003443755.1_ASM344375v1_genomic_operon_1,9168,9842,ssp6,forward,1
1840,GCF_003443755.1_ASM344375v1_genomic_operon_1,9844,10191,X-unknown,forward,1
1841,GCF_003443755.1_ASM344375v1_genomic_operon_1,10194,10673,TssD,forward,1
1842,GCF_003443755.1_ASM344375v1_genomic_operon_1,11420,11956,X-unknown,reverse,-1
1843,GCF_003443755.1_ASM344375v1_genomic_operon_1,12052,12318,X-unknown,reverse,-1
1844,GCF_003443755.1_ASM344375v1_genomic_operon_1,13176,14108,X-unknown,forward,1
1845,GCF_003443755.1_ASM344375v1_genomic_operon_1,14105,15241,X-unknown,forward,1
1846,GCF_003443755.1_ASM344375v1_genomic_operon_1,15241,15672,X-unknown,forward,1
1847,GCF_003443755.1_ASM344375v1_genomic_operon_1,16432,17019,X-unknown,forward,1
1848,GCF_003443755.1_ASM344375v1_genomic_operon_1,17587,17748,X-unknown,forward,1
1849,GCF_003443755.1_ASM344375v1_genomic_operon_1,17714,19162,X-unknown,forward,1
1850,GCF_003925915.1_ASM392591v1_genomic_operon_1,18981,18415,TssE,reverse,-1
1851,GCF_003925915.1_ASM392591v1_genomic_operon_1,18422,17610,ImpE,reverse,-1
1852,GCF_003925915.1_ASM392591v1_genomic_operon_1,17428,16433,X-unknown,reverse,-1
1853,GCF_003925915.1_ASM392591v1_genomic_operon_1,16411,15617,PP2C,reverse,-1
1854,GCF_003925915.1_ASM392591v1_genomic_operon_1,15620,13836,FHA,reverse,-1
1855,GCF_003925915.1_ASM392591v1_genomic_operon_1,13740,13060,X-unknown,reverse,-1
1856,GCF_003925915.1_ASM392591v1_genomic_operon_1,12837,12688,X-unknown,forward,1
1857,GCF_003925915.1_ASM392591v1_genomic_operon_1,12587,11607,X-unknown,reverse,-1
1858,GCF_003925915.1_ASM392591v1_genomic_operon_1,11347,10865,TssD,reverse,-1
1859,GCF_003925915.1_ASM392591v1_genomic_operon_1,10457,10029,X-unknown,reverse,-1
1860,GCF_003925915.1_ASM392591v1_genomic_operon_1,9941,9837,X-unknown,forward,1
1861,GCF_003925915.1_ASM392591v1_genomic_operon_1,9736,9515,X-unknown,forward,1
1862,GCF_003925915.1_ASM392591v1_genomic_operon_1,9449,8787,ssp6,reverse,-1
1863,GCF_003925915.1_ASM392591v1_genomic_operon_1,8692,7193,TssC,reverse,-1
1864,GCF_003925915.1_ASM392591v1_genomic_operon_1,7189,6665,TssB,reverse,-1
1865,GCF_003925915.1_ASM392591v1_genomic_operon_1,6602,5592,TssA,reverse,-1
1866,GCF_003925915.1_ASM392591v1_genomic_operon_1,5579,4872,TagF_N,reverse,-1
1867,GCF_003925915.1_ASM392591v1_genomic_operon_1,4855,1241,TssM,reverse,-1
1868,GCF_003925915.1_ASM392591v1_genomic_operon_1,1238,0,TssL,reverse,-1
