number,operon,start,end,gene,strand,direction
1771,GCF_003006175.1_ASM300617v1_genomic_operon_1,13909,14256,X-unknown,reverse,-1
1772,GCF_003006175.1_ASM300617v1_genomic_operon_1,14258,14932,ssp6,reverse,-1
1773,GCF_003006175.1_ASM300617v1_genomic_operon_1,16119,16988,X-unknown,reverse,-1
1774,GCF_003006175.1_ASM300617v1_genomic_operon_1,17168,17806,X-unknown,forward,1
1775,GCF_003006175.1_ASM300617v1_genomic_operon_1,17889,19568,X-unknown,reverse,-1
1776,GCF_003032455.1_ASM303245v1_genomic_operon_1,364,723,X-unknown,reverse,-1
1777,GCF_003032455.1_ASM303245v1_genomic_operon_1,832,1437,X-unknown,forward,1
1778,GCF_003032455.1_ASM303245v1_genomic_operon_1,1467,2480,X-unknown,reverse,-1
1779,GCF_003032455.1_ASM303245v1_genomic_operon_1,2758,2973,X-unknown,forward,1
1780,GCF_003032455.1_ASM303245v1_genomic_operon_1,3092,4837,X-unknown,forward,1
1781,GCF_003032455.1_ASM303245v1_genomic_operon_1,5333,7174,X-unknown,forward,1
1782,GCF_003032455.1_ASM303245v1_genomic_operon_1,7249,7767,X-unknown,reverse,-1
1783,GCF_003032455.1_ASM303245v1_genomic_operon_1,7764,8348,X-unknown,reverse,-1
1784,GCF_003032455.1_ASM303245v1_genomic_operon_1,8487,9278,X-unknown,forward,1
1785,GCF_003032455.1_ASM303245v1_genomic_operon_1,9815,10036,X-unknown,reverse,-1
1786,GCF_003032455.1_ASM303245v1_genomic_operon_1,9999,10643,ssp6,reverse,-1
1787,GCF_003032455.1_ASM303245v1_genomic_operon_1,10914,12011,X-unknown,forward,1
1788,GCF_003032455.1_ASM303245v1_genomic_operon_1,12032,13453,X-unknown,reverse,-1
1789,GCF_003032455.1_ASM303245v1_genomic_operon_1,13723,15198,X-unknown,reverse,-1
1790,GCF_003032455.1_ASM303245v1_genomic_operon_1,15195,15830,X-unknown,reverse,-1
1791,GCF_003032455.1_ASM303245v1_genomic_operon_1,16410,17219,X-unknown,reverse,-1
1792,GCF_003032455.1_ASM303245v1_genomic_operon_1,17326,18033,X-unknown,forward,1
1793,GCF_003032455.1_ASM303245v1_genomic_operon_1,18243,20261,X-unknown,forward,1
1794,GCF_003182655.1_ASM318265v1_genomic_operon_1,592,1299,X-unknown,reverse,-1
1795,GCF_003182655.1_ASM318265v1_genomic_operon_1,1374,2057,X-unknown,reverse,-1
1796,GCF_003182655.1_ASM318265v1_genomic_operon_1,2233,2580,X-unknown,forward,1
1797,GCF_003182655.1_ASM318265v1_genomic_operon_1,2615,3346,X-unknown,reverse,-1
1798,GCF_003182655.1_ASM318265v1_genomic_operon_1,3479,4375,X-unknown,forward,1
1799,GCF_003182655.1_ASM318265v1_genomic_operon_1,4546,5043,X-unknown,forward,1
1800,GCF_003182655.1_ASM318265v1_genomic_operon_1,5076,5582,X-unknown,reverse,-1
1801,GCF_003182655.1_ASM318265v1_genomic_operon_1,5644,5901,X-unknown,reverse,-1
1802,GCF_003182655.1_ASM318265v1_genomic_operon_1,6135,6605,X-unknown,reverse,-1
1803,GCF_003182655.1_ASM318265v1_genomic_operon_1,6626,7279,X-unknown,reverse,-1
1804,GCF_003182655.1_ASM318265v1_genomic_operon_1,7394,8344,X-unknown,forward,1
1805,GCF_003182655.1_ASM318265v1_genomic_operon_1,8268,8699,X-unknown,reverse,-1
1806,GCF_003182655.1_ASM318265v1_genomic_operon_1,8791,9702,X-unknown,forward,1
1807,GCF_003182655.1_ASM318265v1_genomic_operon_1,9789,10004,X-unknown,reverse,-1
1808,GCF_003182655.1_ASM318265v1_genomic_operon_1,10001,10645,ssp6,reverse,-1
1809,GCF_003182655.1_ASM318265v1_genomic_operon_1,10827,12419,X-unknown,forward,1
1810,GCF_003182655.1_ASM318265v1_genomic_operon_1,12471,13226,X-unknown,reverse,-1
1811,GCF_003182655.1_ASM318265v1_genomic_operon_1,13272,14459,X-unknown,reverse,-1
1812,GCF_003182655.1_ASM318265v1_genomic_operon_1,14616,15152,X-unknown,forward,1
1813,GCF_003182655.1_ASM318265v1_genomic_operon_1,15510,16466,X-unknown,forward,1
1814,GCF_003182655.1_ASM318265v1_genomic_operon_1,16486,18360,X-unknown,forward,1
1815,GCF_003182655.1_ASM318265v1_genomic_operon_1,18384,19919,X-unknown,forward,1
1816,GCF_003203435.1_ASM320343v1_genomic_operon_1,1784,2350,X-unknown,reverse,-1
1817,GCF_003203435.1_ASM320343v1_genomic_operon_1,2368,2613,X-unknown,reverse,-1
1818,GCF_003203435.1_ASM320343v1_genomic_operon_1,2610,3347,X-unknown,reverse,-1
1819,GCF_003203435.1_ASM320343v1_genomic_operon_1,3908,4174,X-unknown,forward,1
1820,GCF_003203435.1_ASM320343v1_genomic_operon_1,4525,4719,X-unknown,forward,1
1821,GCF_003203435.1_ASM320343v1_genomic_operon_1,4716,4943,X-unknown,forward,1
1822,GCF_003203435.1_ASM320343v1_genomic_operon_1,4940,5260,X-unknown,forward,1
1823,GCF_003203435.1_ASM320343v1_genomic_operon_1,5275,7608,X-unknown,forward,1
1824,GCF_003203435.1_ASM320343v1_genomic_operon_1,8354,8620,X-unknown,forward,1
1825,GCF_003203435.1_ASM320343v1_genomic_operon_1,8986,9465,X-unknown,forward,1
1826,GCF_003203435.1_ASM320343v1_genomic_operon_1,9999,10478,TssD,reverse,-1
1827,GCF_003203435.1_ASM320343v1_genomic_operon_1,10481,10828,X-unknown,reverse,-1
1828,GCF_003203435.1_ASM320343v1_genomic_operon_1,10830,11504,ssp6,reverse,-1
1829,GCF_003203435.1_ASM320343v1_genomic_operon_1,12691,13560,X-unknown,reverse,-1
1830,GCF_003203435.1_ASM320343v1_genomic_operon_1,13740,14378,X-unknown,forward,1
1831,GCF_003203435.1_ASM320343v1_genomic_operon_1,14461,16140,X-unknown,reverse,-1
1832,GCF_003203435.1_ASM320343v1_genomic_operon_1,16199,17653,X-unknown,reverse,-1
1833,GCF_003203435.1_ASM320343v1_genomic_operon_1,18065,19384,X-unknown,forward,1
1834,GCF_003443755.1_ASM344375v1_genomic_operon_1,1290,2609,X-unknown,reverse,-1
1835,GCF_003443755.1_ASM344375v1_genomic_operon_1,3021,4475,X-unknown,forward,1
1836,GCF_003443755.1_ASM344375v1_genomic_operon_1,4534,6213,X-unknown,forward,1
1837,GCF_003443755.1_ASM344375v1_genomic_operon_1,6296,6934,X-unknown,reverse,-1
1838,GCF_003443755.1_ASM344375v1_genomic_operon_1,7114,7983,X-unknown,forward,1
1839,GCF_003443755.1_ASM344375v1_genomic_operon_1,9168,9842,ssp6,forward,1
1840,GCF_003443755.1_ASM344375v1_genomic_operon_1,9844,10191,X-unknown,forward,1
1841,GCF_003443755.1_ASM344375v1_genomic_operon_1,10194,10673,TssD,forward,1
1842,GCF_003443755.1_ASM344375v1_genomic_operon_1,11420,11956,X-unknown,reverse,-1
1843,GCF_003443755.1_ASM344375v1_genomic_operon_1,12052,12318,X-unknown,reverse,-1
1844,GCF_003443755.1_ASM344375v1_genomic_operon_1,13176,14108,X-unknown,forward,1
1845,GCF_003443755.1_ASM344375v1_genomic_operon_1,14105,15241,X-unknown,forward,1
1846,GCF_003443755.1_ASM344375v1_genomic_operon_1,15241,15672,X-unknown,forward,1
1847,GCF_003443755.1_ASM344375v1_genomic_operon_1,16432,17019,X-unknown,forward,1
1848,GCF_003443755.1_ASM344375v1_genomic_operon_1,17587,17748,X-unknown,forward,1
1849,GCF_003443755.1_ASM344375v1_genomic_operon_1,17714,19162,X-unknown,forward,1
1850,GCF_003925915.1_ASM392591v1_genomic_operon_1,1212,1778,TssE,reverse,-1
1851,GCF_003925915.1_ASM392591v1_genomic_operon_1,1771,2583,ImpE,reverse,-1
1852,GCF_003925915.1_ASM392591v1_genomic_operon_1,2765,3760,X-unknown,reverse,-1
1853,GCF_003925915.1_ASM392591v1_genomic_operon_1,3782,4576,PP2C,reverse,-1
1854,GCF_003925915.1_ASM392591v1_genomic_operon_1,4573,6357,FHA,reverse,-1
1855,GCF_003925915.1_ASM392591v1_genomic_operon_1,6453,7133,X-unknown,reverse,-1
1856,GCF_003925915.1_ASM392591v1_genomic_operon_1,7356,7505,X-unknown,forward,1
1857,GCF_003925915.1_ASM392591v1_genomic_operon_1,7606,8586,X-unknown,reverse,-1
1858,GCF_003925915.1_ASM392591v1_genomic_operon_1,8846,9328,TssD,reverse,-1
1859,GCF_003925915.1_ASM392591v1_genomic_operon_1,9736,10164,X-unknown,reverse,-1
1860,GCF_003925915.1_ASM392591v1_genomic_operon_1,10252,10356,X-unknown,forward,1
1861,GCF_003925915.1_ASM392591v1_genomic_operon_1,10457,10678,X-unknown,forward,1
1862,GCF_003925915.1_ASM392591v1_genomic_operon_1,10744,11406,ssp6,reverse,-1
1863,GCF_003925915.1_ASM392591v1_genomic_operon_1,11501,13000,TssC,reverse,-1
1864,GCF_003925915.1_ASM392591v1_genomic_operon_1,13004,13528,TssB,reverse,-1
1865,GCF_003925915.1_ASM392591v1_genomic_operon_1,13591,14601,TssA,reverse,-1
1866,GCF_003925915.1_ASM392591v1_genomic_operon_1,14614,15321,TagF_N,reverse,-1
1867,GCF_003925915.1_ASM392591v1_genomic_operon_1,15338,18952,TssM,reverse,-1
1868,GCF_003925915.1_ASM392591v1_genomic_operon_1,18955,20193,TssL,reverse,-1
